locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
YJL213W,YJL213W,1,350,NE,Nonessential
YJL214W,HXT8,1,350,NE,Nonessential
YJL216C,IMA5,1,350,NE,Nonessential
YJL217W,REE1,1,350,NE,Nonessential
YJL218W,YJL218W,1,350,NE,Nonessential
YJR001W,AVT1,1,350,NE,Nonessential
YJR002W,MPP10,1,350,E,Essential
YJR003C,YJR003C,1,350,NE,Nonessential
YJR004C,SAG1,1,350,NE,Nonessential
YJR005C-A,YJR005C-A,1,350,NE,Nonessential
YJR005W,APL1,1,350,NE,Nonessential
YJR006W,POL31,1,350,E,Essential
YJR007W,SUI2,1,350,E,Essential
YJR008W,YJR008W,1,350,NE,Nonessential
YJR009C,TDH2,1,350,NE,Nonessential
YJR010C-A,SPC1,1,350,NE,Nonessential
YJR010W,MET3,1,350,NE,Nonessential
YJR011C,YJR011C,1,350,NE,Nonessential
YJR012C,YJR012C,1,350,E,Essential
YJR013W,GPI14,1,350,E,Essential
YJR014W,TMA22,1,350,NE,Nonessential
YJR015W,YJR015W,1,350,NE,Nonessential
YJR016C,ILV3,1,350,E,Essential
YJR017C,ESS1,1,350,E,Essential
YJR019C,TES1,1,350,NE,Nonessential
YJR021C,REC107,1,350,NE,Nonessential
YJR022W,LSM8,1,350,E,Essential
YJR024C,MDE1,1,350,NE,Nonessential
YJR025C,BNA1,1,350,NE,Nonessential
YJR026W,YJR026W,1,350,NE,Nonessential
YJR027W,YJR027W,1,350,NE,Nonessential
YJR028W,YJR028W,1,350,NE,Nonessential
YJR029W,YJR029W,1,350,NE,Nonessential
YJR030C,YJR030C,1,350,NE,Nonessential
YJR031C,GEA1,1,350,NE,Nonessential
YJR032W,CPR7,1,350,NE,Nonessential
YJR033C,RAV1,1,350,NE,Nonessential
YJR034W,PET191,1,350,NE,Nonessential
YJR035W,RAD26,1,350,NE,Nonessential
YJR036C,HUL4,1,350,NE,Nonessential
YJR039W,YJR039W,1,350,NE,Nonessential
YJR040W,GEF1,1,350,NE,Nonessential
YJR041C,URB2,1,350,E,Essential
YJR042W,NUP85,1,350,E,Essential
YJR043C,POL32,1,350,NE,Nonessential
YJR044C,VPS55,1,350,NE,Nonessential
YJR045C,SSC1,1,350,E,Essential
YJR046W,TAH11,1,350,E,Essential
YJR047C,ANB1,1,350,NE,Nonessential
YJR048W,CYC1,1,350,NE,Nonessential
YJR049C,UTR1,2,"350,458","NE,E",Conditional
YJR050W,ISY1,1,350,NE,Nonessential
YJR051W,OSM1,1,350,NE,Nonessential
YJR052W,RAD7,1,350,NE,Nonessential
YJR053W,BFA1,1,350,NE,Nonessential
YJR054W,YJR054W,1,350,NE,Nonessential
YJR055W,HIT1,1,350,NE,Nonessential
YJR056C,YJR056C,1,350,NE,Nonessential
YJR057W,CDC8,1,350,E,Essential
YJR058C,APS2,1,350,NE,Nonessential
YJR059W,PTK2,1,350,NE,Nonessential
YJR060W,CBF1,1,350,NE,Nonessential
YJR061W,YJR061W,1,350,NE,Nonessential
YJR062C,NTA1,1,350,NE,Nonessential
YJR063W,RPA12,1,350,NE,Nonessential
YJR064W,CCT5,1,350,E,Essential
YJR065C,ARP3,1,350,E,Essential
YJR066W,TOR1,1,350,NE,Nonessential
YJR067C,YAE1,1,350,E,Essential
YJR068W,RFC2,1,350,E,Essential
YJR069C,HAM1,1,350,NE,Nonessential
YJR070C,LIA1,1,350,NE,Nonessential
YJR072C,NPA3,1,350,E,Essential
YJR073C,OPI3,1,350,NE,Nonessential
YJR074W,MOG1,1,350,NE,Nonessential
YJR075W,HOC1,1,350,NE,Nonessential
YJR076C,CDC11,1,350,E,Essential
YJR077C,MIR1,1,350,NE,Nonessential
YJR078W,BNA2,1,350,NE,Nonessential
YJR079W,YJR079W,1,350,NE,Nonessential
YJR080C,AIM24,1,350,NE,Nonessential
YJR082C,EAF6,1,350,NE,Nonessential
YJR083C,ACF4,1,350,NE,Nonessential
YJR084W,CSN12,1,350,NE,Nonessential
YJR085C,YJR085C,1,350,NE,Nonessential
YJR086W,STE18,1,350,NE,Nonessential
YJR088C,EMC2,1,350,NE,Nonessential
YJR089W,BIR1,1,350,E,Essential
YJR090C,GRR1,1,350,NE,Nonessential
YJR091C,JSN1,1,350,NE,Nonessential
YJR092W,BUD4,1,350,NE,Nonessential
YJR093C,FIP1,1,350,E,Essential
YJR094C,IME1,1,350,NE,Nonessential
YJR094W-A,RPL43B,1,350,NE,Nonessential
YJR095W,SFC1,1,350,NE,Nonessential
YJR096W,YJR096W,1,350,NE,Nonessential
YJR097W,JJJ3,1,350,NE,Nonessential
YJR098C,YJR098C,1,350,NE,Nonessential
YJR099W,YUH1,1,350,NE,Nonessential
YJR100C,AIM25,1,350,NE,Nonessential
YJR101W,RSM26,1,350,NE,Nonessential
YJR102C,VPS25,1,350,NE,Nonessential
YJR103W,URA8,1,350,NE,Nonessential
YJR104C,SOD1,1,350,NE,Nonessential
YJR105W,ADO1,1,350,NE,Nonessential
YJR106W,ECM27,1,350,NE,Nonessential
YJR107W,YJR107W,1,350,NE,Nonessential
YJR108W,ABM1,1,350,NE,Nonessential
YJR109C,CPA2,1,350,NE,Nonessential
YJR110W,YMR1,1,350,NE,Nonessential
YJR111C,YJR111C,1,350,NE,Nonessential
YJR112W,NNF1,1,350,E,Essential
YJR112W-A,YJR112W-A,1,350,NE,Nonessential
YJR113C,RSM7,1,350,NE,Nonessential
YJR115W,YJR115W,1,350,NE,Nonessential
YJR116W,YJR116W,1,350,NE,Nonessential
YJR117W,STE24,1,350,NE,Nonessential
YJR118C,ILM1,1,350,NE,Nonessential
YJR119C,JHD2,1,350,NE,Nonessential
YJR120W,YJR120W,1,350,NE,Nonessential
YJR121W,ATP2,1,350,NE,Nonessential
YJR122W,IBA57,1,350,NE,Nonessential
YJR123W,RPS5,1,350,E,Essential
YJR124C,YJR124C,1,350,NE,Nonessential
YJR125C,ENT3,1,350,NE,Nonessential
YJR126C,VPS70,1,350,NE,Nonessential
YJR127C,RSF2,1,350,NE,Nonessential
YJR129C,YJR129C,1,350,NE,Nonessential
YJR130C,STR2,1,350,NE,Nonessential
YJR131W,MNS1,1,350,NE,Nonessential
YJR133W,XPT1,1,350,NE,Nonessential
YJR134C,SGM1,1,350,NE,Nonessential
YJR135C,MCM22,2,"458,350","E,NE",Conditional
YJR135W-A,TIM8,1,350,NE,Nonessential
YJR137C,MET5,1,350,NE,Nonessential
YJR139C,HOM6,1,350,NE,Nonessential
YJR140C,HIR3,1,350,NE,Nonessential
YJR141W,YJR141W,1,350,E,Essential
YJR142W,YJR142W,1,350,NE,Nonessential
YJR143C,PMT4,1,350,NE,Nonessential
YJR144W,MGM101,1,350,NE,Nonessential
YJR145C,RPS4A,1,350,NE,Nonessential
YJR147W,HMS2,1,350,NE,Nonessential
YJR148W,BAT2,1,350,NE,Nonessential
YJR149W,YJR149W,1,350,NE,Nonessential
YJR150C,DAN1,1,350,NE,Nonessential
YJR151C,DAN4,1,350,NE,Nonessential
YJR151W-A,YJR151W-A,1,350,NE,Nonessential
YJR152W,DAL5,1,350,NE,Nonessential
YJR153W,PGU1,1,350,NE,Nonessential
YJR154W,YJR154W,1,350,NE,Nonessential
YKL001C,MET14,1,350,NE,Nonessential
YKL002W,DID4,1,350,NE,Nonessential
YKL003C,MRP17,1,350,NE,Nonessential
YKL004W,AUR1,1,350,E,Essential
YKL005C,BYE1,1,350,NE,Nonessential
YKL006C-A,SFT1,1,350,E,Essential
YKL006W,RPL14A,1,350,NE,Nonessential
YKL007W,CAP1,1,350,NE,Nonessential
YKL008C,LAC1,1,350,NE,Nonessential
YKL009W,MRT4,1,350,NE,Nonessential
YKL010C,UFD4,1,350,NE,Nonessential
YKL011C,CCE1,1,350,NE,Nonessential
YKL012W,PRP40,1,350,E,Essential
YKL013C,ARC19,1,350,E,Essential
YKL014C,URB1,1,350,E,Essential
YKL015W,PUT3,1,350,NE,Nonessential
YKL016C,ATP7,1,350,NE,Nonessential
YKL017C,HCS1,1,350,NE,Nonessential
YKL018C-A,YKL018C-A,1,350,NE,Nonessential
YKL018W,SWD2,1,350,E,Essential
YKL019W,RAM2,1,350,E,Essential
YKL020C,SPT23,1,350,NE,Nonessential
YKL021C,MAK11,1,350,E,Essential
YKL022C,CDC16,1,350,E,Essential
YKL023W,YKL023W,1,350,NE,Nonessential
YKL024C,URA6,1,350,E,Essential
YKL025C,PAN3,1,350,NE,Nonessential
YKL026C,GPX1,1,350,NE,Nonessential
YKL027W,YKL027W,1,350,NE,Nonessential
YKL028W,TFA1,1,350,E,Essential
YKL029C,MAE1,1,350,NE,Nonessential
YKL032C,IXR1,1,350,NE,Nonessential
YKL033W,TTI1,1,350,E,Essential
YKL033W-A,YKL033W-A,1,350,NE,Nonessential
YKL034W,TUL1,1,350,NE,Nonessential
YKL035W,UGP1,1,350,E,Essential
YKL037W,AIM26,1,350,NE,Nonessential
YKL038W,RGT1,1,350,NE,Nonessential
YKL039W,PTM1,1,350,NE,Nonessential
YKL040C,NFU1,1,350,NE,Nonessential
YKL041W,VPS24,1,350,NE,Nonessential
YKL042W,SPC42,1,350,E,Essential
YKL043W,PHD1,1,350,NE,Nonessential
YKL045W,PRI2,1,350,E,Essential
YKL046C,DCW1,1,350,NE,Nonessential
YKL047W,YKL047W,1,350,NE,Nonessential
YKL048C,ELM1,1,350,NE,Nonessential
YKL049C,CSE4,1,350,E,Essential
YKL050C,YKL050C,1,350,NE,Nonessential
YKL051W,SFK1,1,350,NE,Nonessential
YKL052C,ASK1,1,350,E,Essential
YKL053C-A,MDM35,1,350,NE,Nonessential
YKL054C,DEF1,1,350,NE,Nonessential
YKL055C,OAR1,1,350,NE,Nonessential
YKL056C,TMA19,1,350,NE,Nonessential
YKL057C,NUP120,1,350,NE,Nonessential
YKL058W,TOA2,1,350,E,Essential
YKL059C,MPE1,1,350,E,Essential
YKL060C,FBA1,1,350,E,Essential
YKL061W,BLI1,1,350,NE,Nonessential
YKL062W,MSN4,1,350,NE,Nonessential
YKL063C,YKL063C,1,350,NE,Nonessential
YKL064W,MNR2,1,350,NE,Nonessential
YKL065C,YET1,1,350,NE,Nonessential
YKL067W,YNK1,1,350,NE,Nonessential
YKL068W,NUP100,1,350,NE,Nonessential
YKL068W-A,YKL068W-A,1,350,NE,Nonessential
YKL069W,YKL069W,1,350,NE,Nonessential
YKL070W,YKL070W,1,350,NE,Nonessential
YKL071W,YKL071W,1,350,NE,Nonessential
YKL072W,STB6,1,350,NE,Nonessential
YKL073W,LHS1,1,350,NE,Nonessential
YKL074C,MUD2,1,350,NE,Nonessential
YKL075C,YKL075C,1,350,NE,Nonessential
YKL077W,YKL077W,1,350,NE,Nonessential
YKL078W,DHR2,1,350,E,Essential
YKL079W,SMY1,1,350,NE,Nonessential
YKL080W,VMA5,1,350,NE,Nonessential
YKL081W,TEF4,1,350,NE,Nonessential
YKL082C,RRP14,1,350,E,Essential
YKL084W,HOT13,1,350,NE,Nonessential
YKL085W,MDH1,1,350,NE,Nonessential
YKL086W,SRX1,1,350,NE,Nonessential
YKL087C,CYT2,1,350,NE,Nonessential
YKL088W,CAB3,1,350,E,Essential
YKL089W,MIF2,1,350,E,Essential
YKL090W,CUE2,1,350,NE,Nonessential
YKL091C,YKL091C,1,350,NE,Nonessential
YKL092C,BUD2,1,350,NE,Nonessential
YKL093W,MBR1,1,350,NE,Nonessential
YKL094W,YJU3,1,350,NE,Nonessential
YKL095W,YJU2,1,350,E,Essential
YKL096C-B,YKL096C-B,1,350,NE,Nonessential
YKL096W,CWP1,1,350,NE,Nonessential
YKL096W-A,CWP2,1,350,NE,Nonessential
YKL098W,MTC2,1,350,NE,Nonessential
YKL099C,UTP11,1,350,E,Essential
YKL100C,YKL100C,1,350,NE,Nonessential
YKL101W,HSL1,1,350,NE,Nonessential
YKL103C,LAP4,1,350,NE,Nonessential
YKL104C,GFA1,1,350,E,Essential
YKL105C,YKL105C,1,350,NE,Nonessential
YKL106C-A,YKL106C-A,1,350,NE,Nonessential
YKL106W,AAT1,1,350,NE,Nonessential
YKL107W,YKL107W,1,350,NE,Nonessential
YKL108W,SLD2,1,350,E,Essential
YKL109W,HAP4,1,350,NE,Nonessential
YKL110C,KTI12,1,350,NE,Nonessential
YKL112W,ABF1,1,350,E,Essential
YKL113C,RAD27,1,350,NE,Nonessential
YKL114C,APN1,1,350,NE,Nonessential
YKL116C,PRR1,1,350,NE,Nonessential
YKL117W,SBA1,1,350,NE,Nonessential
YKL119C,VPH2,1,350,NE,Nonessential
YKL120W,OAC1,1,350,NE,Nonessential
YKL121W,DGR2,1,350,NE,Nonessential
YKL122C,SRP21,2,"350,458","E,NE",Conditional
YKL124W,SSH4,1,350,NE,Nonessential
YKL125W,RRN3,1,350,E,Essential
YKL126W,YPK1,1,350,NE,Nonessential
YKL127W,PGM1,1,350,NE,Nonessential
YKL128C,PMU1,1,350,NE,Nonessential
YKL129C,MYO3,1,350,NE,Nonessential
YKL130C,SHE2,1,350,NE,Nonessential
YKL132C,RMA1,1,350,NE,Nonessential
YKL133C,YKL133C,1,350,NE,Nonessential
YKL134C,OCT1,1,350,NE,Nonessential
YKL135C,APL2,1,350,NE,Nonessential
YKL137W,CMC1,1,350,NE,Nonessential
YKL138C,MRPL31,1,350,NE,Nonessential
YKL138C-A,HSK3,1,350,E,Essential
YKL139W,CTK1,2,"458,350","E,NE",Conditional
YKL140W,TGL1,1,350,NE,Nonessential
YKL141W,SDH3,1,350,E,Essential
YKL142W,MRP8,1,350,NE,Nonessential
YKL143W,LTV1,1,350,NE,Nonessential
YKL144C,RPC25,1,350,E,Essential
YKL145W,RPT1,1,350,E,Essential
YKL146W,AVT3,1,350,NE,Nonessential
YKL148C,SDH1,1,350,NE,Nonessential
YKL149C,DBR1,1,350,NE,Nonessential
YKL150W,MCR1,1,350,NE,Nonessential
YKL151C,YKL151C,1,350,NE,Nonessential
YKL152C,GPM1,1,350,E,Essential
YKL154W,SRP102,2,"350,458","E,NE",Conditional
YKL155C,RSM22,1,350,NE,Nonessential
YKL156W,RPS27A,1,350,NE,Nonessential
YKL157W,APE2,1,350,NE,Nonessential
YKL159C,RCN1,1,350,NE,Nonessential
YKL160W,ELF1,1,350,NE,Nonessential
YKL161C,KDX1,1,350,NE,Nonessential
YKL162C,YKL162C,1,350,NE,Nonessential
YKL163W,PIR3,1,350,NE,Nonessential
YKL164C,PIR1,1,350,NE,Nonessential
YKL165C,MCD4,1,350,E,Essential
YKL166C,TPK3,1,350,NE,Nonessential
YKL167C,MRP49,1,350,NE,Nonessential
YKL168C,KKQ8,1,350,NE,Nonessential
YKL170W,MRPL38,1,350,NE,Nonessential
YKL171W,NNK1,1,350,NE,Nonessential
YKL172W,EBP2,1,350,E,Essential
YKL173W,SNU114,1,350,E,Essential
YKL174C,TPO5,1,350,NE,Nonessential
YKL175W,ZRT3,1,350,NE,Nonessential
YKL176C,LST4,1,350,NE,Nonessential
YKL178C,STE3,1,350,NE,Nonessential
YKL179C,COY1,1,350,NE,Nonessential
YKL180W,RPL17A,1,350,E,Essential
YKL181W,PRS1,1,350,NE,Nonessential
YKL182W,FAS1,1,350,E,Essential
YKL183W,LOT5,1,350,NE,Nonessential
YKL184W,SPE1,1,350,NE,Nonessential
YKL185W,ASH1,1,350,NE,Nonessential
YKL186C,MTR2,1,350,E,Essential
YKL187C,YKL187C,1,350,NE,Nonessential
YKL188C,PXA2,1,350,NE,Nonessential
YKL189W,HYM1,1,350,E,Essential
YKL190W,CNB1,1,350,NE,Nonessential
YKL191W,DPH2,1,350,NE,Nonessential
YKL192C,ACP1,1,350,E,Essential
YKL193C,SDS22,1,350,E,Essential
YKL194C,MST1,1,350,NE,Nonessential
YKL195W,MIA40,1,350,E,Essential
YKL196C,YKT6,1,350,E,Essential
YKL197C,PEX1,1,350,NE,Nonessential
YKL198C,PTK1,1,350,NE,Nonessential
YKL201C,MNN4,1,350,NE,Nonessential
YKL203C,TOR2,1,350,E,Essential
YKL204W,EAP1,1,350,NE,Nonessential
YKL205W,LOS1,1,350,NE,Nonessential
YKL206C,ADD66,1,350,NE,Nonessential
YKL207W,AIM27,1,350,NE,Nonessential
YKL208W,CBT1,1,350,NE,Nonessential
YKL209C,STE6,1,350,NE,Nonessential
YKL210W,UBA1,1,350,E,Essential
YKL211C,TRP3,1,350,NE,Nonessential
YKL212W,SAC1,1,350,NE,Nonessential
YKL213C,DOA1,1,350,NE,Nonessential
YKL214C,YRA2,1,350,NE,Nonessential
YKL215C,OXP1,1,350,NE,Nonessential
YKL216W,URA1,1,350,NE,Nonessential
YKL217W,JEN1,1,350,NE,Nonessential
YKL218C,SRY1,1,350,NE,Nonessential
YKL220C,FRE2,1,350,NE,Nonessential
YKL221W,MCH2,1,350,NE,Nonessential
YKL222C,YKL222C,1,350,NE,Nonessential
YKR001C,VPS1,1,350,NE,Nonessential
YKR002W,PAP1,1,350,E,Essential
YKR003W,OSH6,1,350,NE,Nonessential
YKR004C,ECM9,1,350,E,Essential
YKR005C,YKR005C,1,350,NE,Nonessential
YKR006C,MRPL13,1,350,NE,Nonessential
YKR007W,MEH1,1,350,NE,Nonessential
YKR008W,RSC4,1,350,E,Essential
YKR009C,FOX2,1,350,NE,Nonessential
YKR010C,TOF2,1,350,NE,Nonessential
YKR011C,YKR011C,1,350,NE,Nonessential
YKR013W,PRY2,1,350,NE,Nonessential
YKR014C,YPT52,1,350,NE,Nonessential
YKR015C,YKR015C,1,350,NE,Nonessential
YKR016W,FCJ1,1,350,NE,Nonessential
YKR017C,YKR017C,1,350,NE,Nonessential
YKR018C,YKR018C,1,350,NE,Nonessential
YKR019C,IRS4,1,350,NE,Nonessential
YKR020W,VPS51,1,350,NE,Nonessential
YKR021W,ALY1,1,350,NE,Nonessential
YKR022C,NTR2,1,350,E,Essential
YKR023W,YKR023W,1,350,NE,Nonessential
YKR024C,DBP7,1,350,NE,Nonessential
YKR025W,RPC37,1,350,E,Essential
YKR026C,GCN3,1,350,NE,Nonessential
YKR027W,BCH2,1,350,NE,Nonessential
YKR028W,SAP190,1,350,NE,Nonessential
YKR029C,SET3,1,350,NE,Nonessential
YKR030W,GMH1,1,350,NE,Nonessential
YKR031C,SPO14,1,350,NE,Nonessential
YKR034W,DAL80,1,350,NE,Nonessential
YKR035W-A,DID2,1,350,NE,Nonessential
YKR036C,CAF4,1,350,NE,Nonessential
YKR037C,SPC34,1,350,E,Essential
YKR038C,KAE1,1,350,E,Essential
YKR039W,GAP1,1,350,NE,Nonessential
YKR041W,YKR041W,1,350,NE,Nonessential
YKR042W,UTH1,1,350,NE,Nonessential
YKR043C,YKR043C,1,350,NE,Nonessential
YKR044W,UIP5,1,350,NE,Nonessential
YKR045C,YKR045C,1,350,NE,Nonessential
YKR046C,PET10,1,350,NE,Nonessential
YKR048C,NAP1,1,350,NE,Nonessential
YKR049C,FMP46,1,350,NE,Nonessential
YKR050W,TRK2,1,350,NE,Nonessential
YKR051W,YKR051W,1,350,NE,Nonessential
YKR052C,MRS4,1,350,NE,Nonessential
YKR053C,YSR3,1,350,NE,Nonessential
YKR054C,DYN1,1,350,NE,Nonessential
YKR055W,RHO4,1,350,NE,Nonessential
YKR056W,TRM2,1,350,NE,Nonessential
YKR057W,RPS21A,1,350,NE,Nonessential
YKR058W,GLG1,1,350,NE,Nonessential
YKR059W,TIF1,1,350,NE,Nonessential
YKR060W,UTP30,1,350,NE,Nonessential
YKR061W,KTR2,1,350,NE,Nonessential
YKR062W,TFA2,1,350,E,Essential
YKR063C,LAS1,1,350,E,Essential
YKR064W,OAF3,1,350,NE,Nonessential
YKR065C,PAM17,1,350,NE,Nonessential
YKR066C,CCP1,1,350,NE,Nonessential
YKR067W,GPT2,1,350,NE,Nonessential
YKR068C,BET3,1,350,E,Essential
YKR069W,MET1,1,350,NE,Nonessential
YKR070W,YKR070W,1,350,NE,Nonessential
YKR071C,DRE2,1,350,E,Essential
YKR072C,SIS2,1,350,NE,Nonessential
YKR074W,AIM29,1,350,NE,Nonessential
YKR075C,YKR075C,2,"350,458","NE,E",Conditional
YKR076W,ECM4,1,350,NE,Nonessential
YKR077W,MSA2,1,350,NE,Nonessential
YKR078W,YKR078W,1,350,NE,Nonessential
YKR079C,TRZ1,1,350,E,Essential
YKR080W,MTD1,1,350,NE,Nonessential
YKR081C,RPF2,1,350,E,Essential
YKR082W,NUP133,1,350,NE,Nonessential
YKR083C,DAD2,1,350,E,Essential
YKR084C,HBS1,1,350,NE,Nonessential
YKR085C,MRPL20,1,350,NE,Nonessential
YKR086W,PRP16,1,350,E,Essential
YKR087C,OMA1,1,350,NE,Nonessential
YKR088C,TVP38,1,350,NE,Nonessential
YKR089C,TGL4,1,350,NE,Nonessential
YKR090W,PXL1,1,350,NE,Nonessential
YKR091W,SRL3,1,350,NE,Nonessential
YKR092C,SRP40,1,350,NE,Nonessential
YKR093W,PTR2,1,350,NE,Nonessential
YKR094C,RPL40B,1,350,NE,Nonessential
YKR095W,MLP1,1,350,NE,Nonessential
YKR096W,YKR096W,1,350,NE,Nonessential
YKR097W,PCK1,1,350,NE,Nonessential
YKR098C,UBP11,1,350,NE,Nonessential
YKR099W,BAS1,1,350,NE,Nonessential
YKR100C,SKG1,1,350,NE,Nonessential
YKR101W,SIR1,1,350,NE,Nonessential
YKR102W,FLO10,1,350,NE,Nonessential
YKR103W,NFT1,1,350,NE,Nonessential
YKR104W,YKR104W,1,350,NE,Nonessential
YKR105C,VBA5,1,350,NE,Nonessential
YKR106W,YKR106W,1,350,NE,Nonessential
YLL001W,DNM1,1,350,NE,Nonessential
YLL002W,RTT109,1,350,NE,Nonessential
YLL003W,SFI1,1,350,E,Essential
YLL004W,ORC3,1,350,E,Essential
YLL005C,SPO75,1,350,NE,Nonessential
YLL006W,MMM1,1,350,NE,Nonessential
YLL006W-A,YLL006W-A,1,350,NE,Nonessential
YLL007C,YLL007C,1,350,NE,Nonessential
YLL008W,DRS1,1,350,E,Essential
YLL009C,COX17,1,350,NE,Nonessential
YLL010C,PSR1,1,350,NE,Nonessential
YLL011W,SOF1,1,350,E,Essential
YLL012W,YEH1,1,350,NE,Nonessential
YLL013C,PUF3,1,350,NE,Nonessential
YLL014W,EMC6,1,350,NE,Nonessential
YLL015W,BPT1,1,350,NE,Nonessential
YLL018C,DPS1,1,350,E,Essential
YLL018C-A,COX19,1,350,NE,Nonessential
YLL019C,KNS1,1,350,NE,Nonessential
YLL021W,SPA2,1,350,NE,Nonessential
YLL023C,POM33,1,350,NE,Nonessential
YLL024C,SSA2,1,350,NE,Nonessential
YLL025W,PAU17,1,350,NE,Nonessential
YLL026W,HSP104,1,350,NE,Nonessential
YLL027W,ISA1,1,350,NE,Nonessential
YLL028W,TPO1,1,350,NE,Nonessential
YLL029W,FRA1,1,350,NE,Nonessential
YLL031C,GPI13,1,350,E,Essential
YLL032C,YLL032C,1,350,NE,Nonessential
YLL033W,IRC19,1,350,NE,Nonessential
YLL034C,RIX7,1,350,E,Essential
YLL035W,GRC3,1,350,E,Essential
YLL036C,PRP19,1,350,E,Essential
YLL038C,ENT4,1,350,NE,Nonessential
YLL039C,UBI4,1,350,NE,Nonessential
YLL040C,VPS13,1,350,NE,Nonessential
YLL041C,SDH2,1,350,NE,Nonessential
YLL042C,ATG10,1,350,NE,Nonessential
YLL043W,FPS1,1,350,NE,Nonessential
YLL045C,RPL8B,1,350,NE,Nonessential
YLL046C,RNP1,1,350,NE,Nonessential
YLL048C,YBT1,1,350,NE,Nonessential
YLL049W,LDB18,1,350,NE,Nonessential
YLL050C,COF1,1,350,E,Essential
YLL051C,FRE6,1,350,NE,Nonessential
YLL052C,AQY2,1,350,NE,Nonessential
YLL053C,YLL053C,1,350,NE,Nonessential
YLL054C,YLL054C,1,350,NE,Nonessential
YLL055W,YCT1,1,350,NE,Nonessential
YLL056C,YLL056C,1,350,NE,Nonessential
YLL057C,JLP1,1,350,NE,Nonessential
YLL058W,YLL058W,1,350,NE,Nonessential
YLL060C,GTT2,1,350,NE,Nonessential
YLL061W,MMP1,1,350,NE,Nonessential
YLL062C,MHT1,1,350,NE,Nonessential
YLL063C,AYT1,1,350,NE,Nonessential
YLR001C,YLR001C,1,350,NE,Nonessential
YLR002C,NOC3,1,350,E,Essential
YLR003C,CMS1,1,350,NE,Nonessential
YLR004C,THI73,1,350,NE,Nonessential
YLR005W,SSL1,1,350,E,Essential
YLR006C,SSK1,1,350,NE,Nonessential
YLR007W,NSE1,1,350,E,Essential
YLR008C,PAM18,1,350,E,Essential
YLR009W,RLP24,1,350,E,Essential
YLR010C,TEN1,1,350,E,Essential
YLR011W,LOT6,1,350,NE,Nonessential
YLR012C,YLR012C,1,350,NE,Nonessential
YLR013W,GAT3,1,350,NE,Nonessential
YLR014C,PPR1,1,350,NE,Nonessential
YLR015W,BRE2,1,350,NE,Nonessential
YLR016C,PML1,1,350,NE,Nonessential
YLR017W,MEU1,1,350,NE,Nonessential
YLR018C,POM34,1,350,NE,Nonessential
YLR019W,PSR2,1,350,NE,Nonessential
YLR020C,YEH2,1,350,NE,Nonessential
YLR021W,IRC25,1,350,NE,Nonessential
YLR022C,SDO1,1,350,E,Essential
YLR023C,IZH3,1,350,NE,Nonessential
YLR024C,UBR2,1,350,NE,Nonessential
YLR025W,SNF7,1,350,NE,Nonessential
YLR026C,SED5,1,350,E,Essential
YLR027C,AAT2,2,"350,458","NE,E",Conditional
YLR028C,ADE16,1,350,NE,Nonessential
YLR029C,RPL15A,1,350,E,Essential
YLR030W,YLR030W,1,350,NE,Nonessential
YLR031W,YLR031W,1,350,NE,Nonessential
YLR032W,RAD5,1,350,NE,Nonessential
YLR033W,RSC58,1,350,E,Essential
YLR034C,SMF3,1,350,NE,Nonessential
YLR035C,MLH2,1,350,NE,Nonessential
YLR035C-A,YLR035C-A,1,350,NE,Nonessential
YLR036C,YLR036C,1,350,NE,Nonessential
YLR037C,PAU23,1,350,NE,Nonessential
YLR038C,COX12,1,350,NE,Nonessential
YLR039C,RIC1,1,350,NE,Nonessential
YLR040C,YLR040C,1,350,NE,Nonessential
YLR042C,YLR042C,1,350,NE,Nonessential
YLR043C,TRX1,1,350,NE,Nonessential
YLR044C,PDC1,1,350,NE,Nonessential
YLR045C,STU2,1,350,E,Essential
YLR046C,YLR046C,1,350,NE,Nonessential
YLR047C,FRE8,1,350,NE,Nonessential
YLR048W,RPS0B,1,350,NE,Nonessential
YLR049C,YLR049C,1,350,NE,Nonessential
YLR050C,YLR050C,1,350,NE,Nonessential
YLR051C,FCF2,1,350,E,Essential
YLR052W,IES3,1,350,NE,Nonessential
YLR053C,YLR053C,1,350,NE,Nonessential
YLR054C,OSW2,1,350,NE,Nonessential
YLR055C,SPT8,1,350,NE,Nonessential
YLR056W,ERG3,1,350,NE,Nonessential
YLR057W,YLR057W,1,350,NE,Nonessential
YLR058C,SHM2,1,350,NE,Nonessential
YLR059C,REX2,1,350,NE,Nonessential
YLR060W,FRS1,1,350,E,Essential
YLR061W,RPL22A,1,350,NE,Nonessential
YLR063W,YLR063W,1,350,NE,Nonessential
YLR064W,PER33,1,350,NE,Nonessential
YLR065C,YLR065C,1,350,NE,Nonessential
YLR066W,SPC3,1,350,E,Essential
YLR067C,PET309,1,350,NE,Nonessential
YLR068W,FYV7,1,350,NE,Nonessential
YLR069C,MEF1,1,350,NE,Nonessential
YLR070C,XYL2,1,350,NE,Nonessential
YLR071C,RGR1,1,350,E,Essential
YLR072W,YLR072W,1,350,NE,Nonessential
YLR073C,RFU1,1,350,NE,Nonessential
YLR074C,BUD20,1,350,NE,Nonessential
YLR075W,RPL10,1,350,E,Essential
YLR077W,FMP25,1,350,NE,Nonessential
YLR078C,BOS1,1,350,E,Essential
