locus,symbols,datasets,datasetIDs,essentiality status,essentiality consensus
YOL147C,PEX11,1,350,NE,Nonessential
YOL148C,SPT20,1,350,NE,Nonessential
YOL149W,DCP1,1,350,E,Essential
YOL151W,GRE2,1,350,NE,Nonessential
YOL152W,FRE7,1,350,NE,Nonessential
YOL154W,ZPS1,1,350,NE,Nonessential
YOL155C,HPF1,1,350,NE,Nonessential
YOL158C,ENB1,1,350,NE,Nonessential
YOL159C,YOL159C,1,350,NE,Nonessential
YOL159C-A,YOL159C-A,1,350,NE,Nonessential
YOL162W,YOL162W,1,350,NE,Nonessential
YOL163W,YOL163W,1,350,NE,Nonessential
YOL164W,BDS1,1,350,NE,Nonessential
YOL164W-A,YOL164W-A,1,350,NE,Nonessential
YOR001W,RRP6,1,350,NE,Nonessential
YOR002W,ALG6,1,350,NE,Nonessential
YOR003W,YSP3,1,350,NE,Nonessential
YOR004W,UTP23,1,350,E,Essential
YOR005C,DNL4,1,350,NE,Nonessential
YOR006C,TSR3,1,350,NE,Nonessential
YOR007C,SGT2,1,350,NE,Nonessential
YOR008C,SLG1,1,350,NE,Nonessential
YOR008C-A,YOR008C-A,1,350,NE,Nonessential
YOR009W,TIR4,1,350,NE,Nonessential
YOR010C,TIR2,1,350,NE,Nonessential
YOR011W,AUS1,1,350,NE,Nonessential
YOR012W,YOR012W,1,350,NE,Nonessential
YOR014W,RTS1,1,350,NE,Nonessential
YOR016C,ERP4,1,350,NE,Nonessential
YOR017W,PET127,1,350,NE,Nonessential
YOR018W,ROD1,1,350,NE,Nonessential
YOR019W,YOR019W,1,350,NE,Nonessential
YOR020C,HSP10,1,350,E,Essential
YOR020W-A,YOR020W-A,1,350,NE,Nonessential
YOR021C,YOR021C,1,350,NE,Nonessential
YOR022C,YOR022C,1,350,NE,Nonessential
YOR023C,AHC1,1,350,NE,Nonessential
YOR025W,HST3,1,350,NE,Nonessential
YOR026W,BUB3,1,350,NE,Nonessential
YOR027W,STI1,1,350,NE,Nonessential
YOR028C,CIN5,1,350,NE,Nonessential
YOR030W,DFG16,1,350,NE,Nonessential
YOR031W,CRS5,1,350,NE,Nonessential
YOR032C,HMS1,1,350,NE,Nonessential
YOR033C,EXO1,1,350,NE,Nonessential
YOR034C,AKR2,1,350,NE,Nonessential
YOR034C-A,YOR034C-A,1,350,NE,Nonessential
YOR035C,SHE4,1,350,NE,Nonessential
YOR036W,PEP12,2,"350,458","NE,E",Conditional
YOR037W,CYC2,1,350,NE,Nonessential
YOR038C,HIR2,1,350,NE,Nonessential
YOR039W,CKB2,1,350,NE,Nonessential
YOR040W,GLO4,1,350,NE,Nonessential
YOR042W,CUE5,1,350,NE,Nonessential
YOR043W,WHI2,1,350,NE,Nonessential
YOR044W,IRC23,1,350,NE,Nonessential
YOR045W,TOM6,1,350,NE,Nonessential
YOR046C,DBP5,1,350,E,Essential
YOR047C,STD1,1,350,NE,Nonessential
YOR048C,RAT1,1,350,E,Essential
YOR049C,RSB1,1,350,NE,Nonessential
YOR051C,ETT1,1,350,NE,Nonessential
YOR052C,YOR052C,1,350,NE,Nonessential
YOR054C,VHS3,1,350,NE,Nonessential
YOR056C,NOB1,1,350,E,Essential
YOR057W,SGT1,1,350,E,Essential
YOR058C,ASE1,1,350,NE,Nonessential
YOR059C,YOR059C,1,350,NE,Nonessential
YOR060C,YOR060C,1,350,E,Essential
YOR061W,CKA2,1,350,NE,Nonessential
YOR062C,YOR062C,1,350,NE,Nonessential
YOR063W,RPL3,1,350,E,Essential
YOR064C,YNG1,1,350,NE,Nonessential
YOR065W,CYT1,1,350,NE,Nonessential
YOR066W,MSA1,1,350,NE,Nonessential
YOR067C,ALG8,1,350,NE,Nonessential
YOR068C,VAM10,1,350,NE,Nonessential
YOR069W,VPS5,1,350,NE,Nonessential
YOR070C,GYP1,1,350,NE,Nonessential
YOR071C,NRT1,1,350,NE,Nonessential
YOR073W,SGO1,1,350,NE,Nonessential
YOR074C,CDC21,1,350,E,Essential
YOR075W,UFE1,1,350,E,Essential
YOR076C,SKI7,2,"350,458","NE,E",Conditional
YOR077W,RTS2,1,350,E,Essential
YOR078W,BUD21,1,350,NE,Nonessential
YOR079C,ATX2,1,350,NE,Nonessential
YOR080W,DIA2,1,350,NE,Nonessential
YOR081C,TGL5,1,350,NE,Nonessential
YOR083W,WHI5,1,350,NE,Nonessential
YOR084W,LPX1,1,350,NE,Nonessential
YOR085W,OST3,1,350,NE,Nonessential
YOR086C,TCB1,1,350,NE,Nonessential
YOR087W,YVC1,1,350,NE,Nonessential
YOR089C,VPS21,1,350,NE,Nonessential
YOR090C,PTC5,1,350,NE,Nonessential
YOR091W,TMA46,1,350,NE,Nonessential
YOR092W,ECM3,1,350,NE,Nonessential
YOR093C,YOR093C,1,350,NE,Nonessential
YOR094W,ARF3,1,350,NE,Nonessential
YOR095C,RKI1,1,350,E,Essential
YOR096W,RPS7A,1,350,NE,Nonessential
YOR097C,YOR097C,1,350,NE,Nonessential
YOR098C,NUP1,1,350,E,Essential
YOR099W,KTR1,1,350,NE,Nonessential
YOR100C,CRC1,1,350,NE,Nonessential
YOR101W,RAS1,1,350,NE,Nonessential
YOR103C,OST2,1,350,E,Essential
YOR104W,PIN2,1,350,NE,Nonessential
YOR106W,VAM3,1,350,NE,Nonessential
YOR107W,RGS2,1,350,NE,Nonessential
YOR108W,LEU9,1,350,NE,Nonessential
YOR109W,INP53,1,350,NE,Nonessential
YOR110W,TFC7,1,350,E,Essential
YOR111W,YOR111W,1,350,NE,Nonessential
YOR112W,CEX1,1,350,NE,Nonessential
YOR113W,AZF1,1,350,NE,Nonessential
YOR114W,YOR114W,1,350,NE,Nonessential
YOR115C,TRS33,1,350,NE,Nonessential
YOR116C,RPO31,1,350,E,Essential
YOR117W,RPT5,1,350,E,Essential
YOR118W,RTC5,1,350,NE,Nonessential
YOR119C,RIO1,1,350,E,Essential
YOR120W,GCY1,1,350,NE,Nonessential
YOR122C,PFY1,2,"350,458","E,NE",Conditional
YOR123C,LEO1,1,350,NE,Nonessential
YOR124C,UBP2,1,350,NE,Nonessential
YOR125C,CAT5,1,350,NE,Nonessential
YOR126C,IAH1,1,350,NE,Nonessential
YOR127W,RGA1,1,350,NE,Nonessential
YOR128C,ADE2,1,350,NE,Nonessential
YOR129C,AFI1,1,350,NE,Nonessential
YOR130C,ORT1,1,350,NE,Nonessential
YOR131C,YOR131C,1,350,NE,Nonessential
YOR132W,VPS17,1,350,NE,Nonessential
YOR133W,EFT1,1,350,NE,Nonessential
YOR134W,BAG7,1,350,NE,Nonessential
YOR136W,IDH2,1,350,NE,Nonessential
YOR137C,SIA1,1,350,NE,Nonessential
YOR138C,RUP1,1,350,NE,Nonessential
YOR140W,SFL1,1,350,NE,Nonessential
YOR141C,ARP8,1,350,NE,Nonessential
YOR142W,LSC1,1,350,NE,Nonessential
YOR142W-A,YOR142W-A,1,350,NE,Nonessential
YOR142W-B,YOR142W-B,1,350,NE,Nonessential
YOR143C,THI80,1,350,E,Essential
YOR144C,ELG1,1,350,NE,Nonessential
YOR145C,PNO1,1,350,E,Essential
YOR147W,MDM32,1,350,NE,Nonessential
YOR148C,SPP2,1,350,E,Essential
YOR149C,SMP3,1,350,E,Essential
YOR150W,MRPL23,1,350,NE,Nonessential
YOR151C,RPB2,1,350,E,Essential
YOR152C,YOR152C,1,350,NE,Nonessential
YOR153W,PDR5,1,350,NE,Nonessential
YOR154W,SLP1,1,350,NE,Nonessential
YOR155C,ISN1,1,350,NE,Nonessential
YOR156C,NFI1,1,350,NE,Nonessential
YOR157C,PUP1,1,350,E,Essential
YOR158W,PET123,1,350,NE,Nonessential
YOR159C,SME1,1,350,E,Essential
YOR160W,MTR10,1,350,E,Essential
YOR161C,PNS1,1,350,NE,Nonessential
YOR161C-C,YOR161C-C,1,350,NE,Nonessential
YOR162C,YRR1,1,350,NE,Nonessential
YOR163W,DDP1,1,350,NE,Nonessential
YOR164C,GET4,1,350,NE,Nonessential
YOR165W,SEY1,1,350,NE,Nonessential
YOR166C,SWT1,1,350,NE,Nonessential
YOR167C,RPS28A,1,350,NE,Nonessential
YOR168W,GLN4,1,350,E,Essential
YOR171C,LCB4,1,350,NE,Nonessential
YOR172W,YRM1,1,350,NE,Nonessential
YOR173W,DCS2,1,350,NE,Nonessential
YOR174W,MED4,1,350,E,Essential
YOR175C,ALE1,1,350,NE,Nonessential
YOR176W,HEM15,1,350,E,Essential
YOR177C,MPC54,1,350,NE,Nonessential
YOR178C,GAC1,1,350,NE,Nonessential
YOR179C,SYC1,1,350,NE,Nonessential
YOR180C,DCI1,1,350,NE,Nonessential
YOR181W,LAS17,1,350,E,Essential
YOR182C,RPS30B,1,350,NE,Nonessential
YOR183W,FYV12,1,350,NE,Nonessential
YOR184W,SER1,1,350,NE,Nonessential
YOR185C,GSP2,1,350,NE,Nonessential
YOR186W,YOR186W,1,350,NE,Nonessential
YOR187W,TUF1,1,350,NE,Nonessential
YOR188W,MSB1,1,350,NE,Nonessential
YOR189W,IES4,1,350,NE,Nonessential
YOR190W,SPR1,1,350,NE,Nonessential
YOR191W,ULS1,1,350,NE,Nonessential
YOR192C,THI72,1,350,NE,Nonessential
YOR192C-A,YOR192C-A,1,350,NE,Nonessential
YOR192C-B,YOR192C-B,1,350,NE,Nonessential
YOR193W,PEX27,1,350,NE,Nonessential
YOR194C,TOA1,1,350,E,Essential
YOR195W,SLK19,1,350,NE,Nonessential
YOR196C,LIP5,1,350,NE,Nonessential
YOR197W,MCA1,1,350,NE,Nonessential
YOR198C,BFR1,1,350,NE,Nonessential
YOR201C,MRM1,1,350,NE,Nonessential
YOR202W,HIS3,1,350,NE,Nonessential
YOR204W,DED1,1,350,E,Essential
YOR205C,GEP3,1,350,NE,Nonessential
YOR206W,NOC2,1,350,E,Essential
YOR207C,RET1,1,350,E,Essential
YOR208W,PTP2,1,350,NE,Nonessential
YOR209C,NPT1,1,350,NE,Nonessential
YOR210W,RPB10,1,350,E,Essential
YOR211C,MGM1,1,350,NE,Nonessential
YOR212W,STE4,1,350,NE,Nonessential
YOR213C,SAS5,1,350,NE,Nonessential
YOR214C,YOR214C,1,350,NE,Nonessential
YOR215C,AIM41,1,350,NE,Nonessential
YOR216C,RUD3,1,350,NE,Nonessential
YOR217W,RFC1,1,350,E,Essential
YOR219C,STE13,1,350,NE,Nonessential
YOR220W,RCN2,1,350,NE,Nonessential
YOR221C,MCT1,1,350,NE,Nonessential
YOR222W,ODC2,1,350,NE,Nonessential
YOR223W,YOR223W,1,350,NE,Nonessential
YOR224C,RPB8,1,350,E,Essential
YOR226C,ISU2,1,350,NE,Nonessential
YOR227W,HER1,1,350,NE,Nonessential
YOR228C,YOR228C,1,350,NE,Nonessential
YOR229W,WTM2,1,350,NE,Nonessential
YOR230W,WTM1,1,350,NE,Nonessential
YOR231W,MKK1,1,350,NE,Nonessential
YOR232W,MGE1,1,350,E,Essential
YOR233W,KIN4,1,350,NE,Nonessential
YOR234C,RPL33B,1,350,NE,Nonessential
YOR236W,DFR1,1,350,E,Essential
YOR237W,HES1,1,350,NE,Nonessential
YOR238W,YOR238W,1,350,NE,Nonessential
YOR239W,ABP140,1,350,NE,Nonessential
YOR241W,MET7,1,350,NE,Nonessential
YOR242C,SSP2,1,350,NE,Nonessential
YOR243C,PUS7,1,350,NE,Nonessential
YOR244W,ESA1,1,350,E,Essential
YOR245C,DGA1,1,350,NE,Nonessential
YOR246C,YOR246C,1,350,NE,Nonessential
YOR247W,SRL1,1,350,NE,Nonessential
YOR249C,APC5,1,350,E,Essential
YOR250C,CLP1,1,350,E,Essential
YOR251C,TUM1,1,350,NE,Nonessential
YOR252W,TMA16,1,350,NE,Nonessential
YOR253W,NAT5,1,350,NE,Nonessential
YOR254C,SEC63,1,350,E,Essential
YOR255W,OSW1,1,350,NE,Nonessential
YOR256C,TRE2,1,350,E,Essential
YOR257W,CDC31,1,350,E,Essential
YOR258W,HNT3,1,350,NE,Nonessential
YOR259C,RPT4,1,350,E,Essential
YOR260W,GCD1,1,350,E,Essential
YOR261C,RPN8,1,350,E,Essential
YOR262W,YOR262W,1,350,E,Essential
YOR264W,DSE3,1,350,NE,Nonessential
YOR265W,RBL2,1,350,NE,Nonessential
YOR266W,PNT1,1,350,NE,Nonessential
YOR267C,HRK1,1,350,NE,Nonessential
YOR268C,YOR268C,1,350,NE,Nonessential
YOR269W,PAC1,1,350,NE,Nonessential
YOR270C,VPH1,1,350,NE,Nonessential
YOR271C,FSF1,1,350,NE,Nonessential
YOR272W,YTM1,1,350,E,Essential
YOR273C,TPO4,1,350,NE,Nonessential
YOR274W,MOD5,1,350,NE,Nonessential
YOR275C,RIM20,1,350,NE,Nonessential
YOR276W,CAF20,1,350,NE,Nonessential
YOR278W,HEM4,1,350,E,Essential
YOR279C,RFM1,1,350,NE,Nonessential
YOR280C,FSH3,1,350,NE,Nonessential
YOR281C,PLP2,2,"458,350","NE,E",Conditional
YOR283W,YOR283W,1,350,NE,Nonessential
YOR284W,HUA2,1,350,NE,Nonessential
YOR285W,RDL1,1,350,NE,Nonessential
YOR286W,RDL2,1,350,NE,Nonessential
YOR287C,RRP36,1,350,E,Essential
YOR288C,MPD1,1,350,NE,Nonessential
YOR289W,YOR289W,1,350,NE,Nonessential
YOR290C,SNF2,1,350,NE,Nonessential
YOR291W,YPK9,1,350,NE,Nonessential
YOR292C,YOR292C,1,350,NE,Nonessential
YOR293C-A,YOR293C-A,1,350,NE,Nonessential
YOR293W,RPS10A,2,"350,458","NE,E",Conditional
YOR294W,RRS1,1,350,E,Essential
YOR295W,UAF30,2,"350,458","NE,E",Conditional
YOR296W,YOR296W,1,350,NE,Nonessential
YOR297C,TIM18,1,350,NE,Nonessential
YOR298C-A,MBF1,1,350,NE,Nonessential
YOR298W,MUM3,1,350,NE,Nonessential
YOR299W,BUD7,1,350,NE,Nonessential
YOR301W,RAX1,1,350,NE,Nonessential
YOR302W,YOR302W,1,350,NE,Nonessential
YOR303W,CPA1,1,350,NE,Nonessential
YOR304C-A,YOR304C-A,1,350,NE,Nonessential
YOR304W,ISW2,1,350,NE,Nonessential
YOR305W,RRG7,1,350,NE,Nonessential
YOR306C,MCH5,1,350,NE,Nonessential
YOR307C,SLY41,1,350,NE,Nonessential
YOR308C,SNU66,1,350,NE,Nonessential
YOR310C,NOP58,1,350,E,Essential
YOR311C,DGK1,1,350,NE,Nonessential
YOR312C,RPL20B,1,350,NE,Nonessential
YOR313C,SPS4,1,350,NE,Nonessential
YOR315W,SFG1,1,350,NE,Nonessential
YOR316C,COT1,1,350,NE,Nonessential
YOR316C-A,YOR316C-A,1,350,NE,Nonessential
YOR317W,FAA1,1,350,NE,Nonessential
YOR319W,HSH49,1,350,E,Essential
YOR320C,GNT1,1,350,NE,Nonessential
YOR321W,PMT3,1,350,NE,Nonessential
YOR322C,LDB19,1,350,NE,Nonessential
YOR323C,PRO2,1,350,NE,Nonessential
YOR324C,FRT1,1,350,NE,Nonessential
YOR326W,MYO2,1,350,E,Essential
YOR327C,SNC2,1,350,NE,Nonessential
YOR328W,PDR10,1,350,NE,Nonessential
YOR329C,SCD5,1,350,E,Essential
YOR330C,MIP1,1,350,NE,Nonessential
YOR332W,VMA4,1,350,NE,Nonessential
YOR334W,MRS2,1,350,NE,Nonessential
YOR335C,ALA1,1,350,E,Essential
YOR336W,KRE5,1,350,E,Essential
YOR337W,TEA1,1,350,NE,Nonessential
YOR338W,YOR338W,1,350,NE,Nonessential
YOR339C,UBC11,1,350,NE,Nonessential
YOR340C,RPA43,1,350,E,Essential
YOR341W,RPA190,1,350,E,Essential
YOR342C,YOR342C,1,350,NE,Nonessential
YOR343W-A,YOR343W-A,1,350,NE,Nonessential
YOR343W-B,YOR343W-B,1,350,NE,Nonessential
YOR344C,TYE7,1,350,NE,Nonessential
YOR346W,REV1,1,350,NE,Nonessential
YOR347C,PYK2,1,350,NE,Nonessential
YOR348C,PUT4,1,350,NE,Nonessential
YOR349W,CIN1,1,350,NE,Nonessential
YOR350C,MNE1,1,350,NE,Nonessential
YOR351C,MEK1,1,350,NE,Nonessential
YOR352W,YOR352W,1,350,NE,Nonessential
YOR353C,SOG2,1,350,E,Essential
YOR354C,MSC6,1,350,NE,Nonessential
YOR355W,GDS1,1,350,NE,Nonessential
YOR356W,YOR356W,1,350,NE,Nonessential
YOR357C,SNX3,1,350,NE,Nonessential
YOR358W,HAP5,1,350,NE,Nonessential
YOR359W,VTS1,1,350,NE,Nonessential
YOR360C,PDE2,1,350,NE,Nonessential
YOR361C,PRT1,1,350,E,Essential
YOR362C,PRE10,1,350,E,Essential
YOR363C,PIP2,1,350,NE,Nonessential
YOR365C,YOR365C,1,350,NE,Nonessential
YOR367W,SCP1,1,350,NE,Nonessential
YOR368W,RAD17,1,350,NE,Nonessential
YOR369C,RPS12,1,350,NE,Nonessential
YOR370C,MRS6,1,350,E,Essential
YOR371C,GPB1,1,350,NE,Nonessential
YOR372C,NDD1,1,350,E,Essential
YOR373W,NUD1,1,350,E,Essential
YOR374W,ALD4,1,350,NE,Nonessential
YOR375C,GDH1,1,350,NE,Nonessential
YOR376W-A,YOR376W-A,1,350,NE,Nonessential
YOR377W,ATF1,1,350,NE,Nonessential
YOR378W,YOR378W,1,350,NE,Nonessential
YOR380W,RDR1,1,350,NE,Nonessential
YOR381W,FRE3,1,350,NE,Nonessential
YOR382W,FIT2,1,350,NE,Nonessential
YOR383C,FIT3,1,350,NE,Nonessential
YOR384W,FRE5,1,350,NE,Nonessential
YOR385W,YOR385W,1,350,NE,Nonessential
YOR386W,PHR1,1,350,NE,Nonessential
YPL001W,HAT1,1,350,NE,Nonessential
YPL002C,SNF8,1,350,NE,Nonessential
YPL003W,ULA1,1,350,NE,Nonessential
YPL004C,LSP1,1,350,NE,Nonessential
YPL005W,AEP3,1,350,NE,Nonessential
YPL006W,NCR1,1,350,NE,Nonessential
YPL007C,TFC8,1,350,E,Essential
YPL008W,CHL1,1,350,NE,Nonessential
YPL009C,TAE2,1,350,NE,Nonessential
YPL010W,RET3,1,350,E,Essential
YPL011C,TAF3,1,350,E,Essential
YPL012W,RRP12,1,350,E,Essential
YPL013C,MRPS16,1,350,NE,Nonessential
YPL014W,YPL014W,1,350,NE,Nonessential
YPL015C,HST2,1,350,NE,Nonessential
YPL016W,SWI1,1,350,E,Essential
YPL017C,IRC15,1,350,NE,Nonessential
YPL018W,CTF19,1,350,NE,Nonessential
YPL019C,VTC3,1,350,NE,Nonessential
YPL020C,ULP1,1,350,E,Essential
YPL021W,ECM23,1,350,NE,Nonessential
YPL022W,RAD1,1,350,NE,Nonessential
YPL023C,MET12,1,350,NE,Nonessential
YPL024W,RMI1,1,350,NE,Nonessential
YPL026C,SKS1,1,350,NE,Nonessential
YPL027W,SMA1,1,350,NE,Nonessential
YPL028W,ERG10,1,350,E,Essential
YPL029W,SUV3,1,350,NE,Nonessential
YPL030W,TRM44,1,350,NE,Nonessential
YPL031C,PHO85,1,350,NE,Nonessential
YPL032C,SVL3,1,350,NE,Nonessential
YPL033C,SRL4,1,350,NE,Nonessential
YPL034W,YPL034W,1,350,NE,Nonessential
YPL036W,PMA2,1,350,NE,Nonessential
YPL037C,EGD1,1,350,NE,Nonessential
YPL038W,MET31,1,350,NE,Nonessential
YPL038W-A,YPL038W-A,1,350,NE,Nonessential
YPL039W,YPL039W,1,350,NE,Nonessential
YPL040C,ISM1,1,350,NE,Nonessential
YPL041C,YPL041C,1,350,NE,Nonessential
YPL042C,SSN3,1,350,NE,Nonessential
YPL043W,NOP4,1,350,E,Essential
YPL045W,VPS16,2,"458,350","E,NE",Conditional
YPL046C,ELC1,1,350,NE,Nonessential
YPL047W,SGF11,1,350,NE,Nonessential
YPL048W,CAM1,1,350,NE,Nonessential
YPL049C,DIG1,1,350,NE,Nonessential
YPL050C,MNN9,1,350,NE,Nonessential
YPL051W,ARL3,1,350,NE,Nonessential
YPL052W,OAZ1,1,350,NE,Nonessential
YPL053C,KTR6,1,350,NE,Nonessential
YPL054W,LEE1,1,350,NE,Nonessential
YPL055C,LGE1,1,350,NE,Nonessential
YPL056C,LCL1,1,350,NE,Nonessential
YPL057C,SUR1,1,350,NE,Nonessential
YPL058C,PDR12,1,350,NE,Nonessential
YPL059W,GRX5,1,350,NE,Nonessential
YPL060W,MFM1,1,350,NE,Nonessential
YPL061W,ALD6,1,350,NE,Nonessential
YPL063W,TIM50,1,350,E,Essential
YPL064C,CWC27,1,350,NE,Nonessential
YPL065W,VPS28,1,350,NE,Nonessential
YPL066W,YPL066W,1,350,NE,Nonessential
YPL067C,YPL067C,1,350,NE,Nonessential
YPL068C,YPL068C,1,350,NE,Nonessential
YPL069C,BTS1,1,350,NE,Nonessential
YPL070W,MUK1,1,350,NE,Nonessential
YPL071C,YPL071C,1,350,NE,Nonessential
YPL072W,UBP16,1,350,NE,Nonessential
YPL074W,YTA6,1,350,NE,Nonessential
YPL075W,GCR1,1,350,NE,Nonessential
YPL076W,GPI2,1,350,E,Essential
YPL077C,YPL077C,1,350,NE,Nonessential
YPL078C,ATP4,1,350,NE,Nonessential
YPL079W,RPL21B,1,350,NE,Nonessential
YPL081W,RPS9A,1,350,NE,Nonessential
YPL082C,MOT1,1,350,E,Essential
YPL083C,SEN54,1,350,E,Essential
YPL084W,BRO1,1,350,NE,Nonessential
YPL085W,SEC16,1,350,E,Essential
YPL086C,ELP3,1,350,NE,Nonessential
YPL087W,YDC1,1,350,NE,Nonessential
YPL088W,YPL088W,1,350,NE,Nonessential
YPL089C,RLM1,1,350,NE,Nonessential
YPL090C,RPS6A,1,350,NE,Nonessential
YPL091W,GLR1,1,350,NE,Nonessential
YPL092W,SSU1,1,350,NE,Nonessential
YPL093W,NOG1,1,350,E,Essential
YPL094C,SEC62,1,350,E,Essential
YPL095C,EEB1,1,350,NE,Nonessential
YPL096C-A,ERI1,1,350,NE,Nonessential
YPL096W,PNG1,1,350,NE,Nonessential
YPL097W,MSY1,1,350,NE,Nonessential
YPL098C,MGR2,1,350,NE,Nonessential
YPL099C,AIM43,1,350,NE,Nonessential
YPL100W,ATG21,1,350,NE,Nonessential
YPL101W,ELP4,1,350,NE,Nonessential
YPL103C,FMP30,1,350,NE,Nonessential
YPL104W,MSD1,1,350,NE,Nonessential
YPL105C,SYH1,1,350,NE,Nonessential
YPL106C,SSE1,1,350,NE,Nonessential
YPL107W,YPL107W,1,350,NE,Nonessential
YPL108W,YPL108W,1,350,NE,Nonessential
YPL109C,YPL109C,1,350,NE,Nonessential
YPL110C,GDE1,1,350,NE,Nonessential
YPL111W,CAR1,1,350,NE,Nonessential
YPL112C,PEX25,1,350,NE,Nonessential
YPL113C,YPL113C,1,350,NE,Nonessential
YPL115C,BEM3,1,350,NE,Nonessential
YPL116W,HOS3,1,350,NE,Nonessential
YPL117C,IDI1,1,350,E,Essential
YPL118W,MRP51,1,350,NE,Nonessential
YPL119C,DBP1,1,350,NE,Nonessential
YPL119C-A,YPL119C-A,1,350,NE,Nonessential
YPL120W,VPS30,1,350,NE,Nonessential
YPL121C,MEI5,1,350,NE,Nonessential
YPL122C,TFB2,1,350,E,Essential
YPL123C,RNY1,1,350,NE,Nonessential
YPL124W,SPC29,1,350,E,Essential
YPL125W,KAP120,1,350,NE,Nonessential
YPL126W,NAN1,1,350,E,Essential
YPL127C,HHO1,1,350,NE,Nonessential
YPL128C,TBF1,1,350,E,Essential
YPL129W,TAF14,1,350,NE,Nonessential
YPL130W,SPO19,1,350,NE,Nonessential
YPL131W,RPL5,1,350,E,Essential
YPL132W,COX11,1,350,NE,Nonessential
YPL133C,RDS2,1,350,NE,Nonessential
YPL134C,ODC1,1,350,NE,Nonessential
YPL135W,ISU1,1,350,NE,Nonessential
YPL137C,GIP3,1,350,NE,Nonessential
YPL138C,SPP1,1,350,NE,Nonessential
YPL139C,UME1,1,350,NE,Nonessential
YPL140C,MKK2,1,350,NE,Nonessential
YPL141C,FRK1,1,350,NE,Nonessential
YPL143W,RPL33A,1,350,E,Essential
YPL144W,POC4,1,350,NE,Nonessential
YPL145C,KES1,1,350,NE,Nonessential
YPL146C,NOP53,1,350,E,Essential
YPL147W,PXA1,1,350,NE,Nonessential
YPL148C,PPT2,1,350,NE,Nonessential
YPL149W,ATG5,1,350,NE,Nonessential
YPL150W,YPL150W,1,350,NE,Nonessential
YPL151C,PRP46,1,350,E,Essential
YPL152W,RRD2,1,350,NE,Nonessential
YPL152W-A,YPL152W-A,1,350,NE,Nonessential
YPL153C,RAD53,1,350,E,Essential
YPL154C,PEP4,1,350,NE,Nonessential
YPL155C,KIP2,1,350,NE,Nonessential
YPL156C,PRM4,1,350,NE,Nonessential
YPL157W,TGS1,1,350,NE,Nonessential
YPL158C,AIM44,1,350,NE,Nonessential
YPL159C,PET20,1,350,NE,Nonessential
YPL160W,CDC60,1,350,E,Essential
YPL161C,BEM4,1,350,NE,Nonessential
YPL162C,YPL162C,1,350,NE,Nonessential
YPL163C,SVS1,1,350,NE,Nonessential
YPL164C,MLH3,1,350,NE,Nonessential
YPL165C,SET6,1,350,NE,Nonessential
YPL166W,ATG29,1,350,NE,Nonessential
YPL167C,REV3,1,350,NE,Nonessential
YPL168W,YPL168W,1,350,NE,Nonessential
YPL169C,MEX67,1,350,E,Essential
YPL170W,DAP1,1,350,NE,Nonessential
YPL171C,OYE3,1,350,NE,Nonessential
YPL172C,COX10,1,350,NE,Nonessential
YPL173W,MRPL40,1,350,NE,Nonessential
YPL174C,NIP100,1,350,NE,Nonessential
YPL175W,SPT14,1,350,E,Essential
YPL176C,TRE1,1,350,NE,Nonessential
YPL177C,CUP9,1,350,NE,Nonessential
YPL178W,CBC2,1,350,NE,Nonessential
YPL179W,PPQ1,1,350,NE,Nonessential
YPL180W,TCO89,1,350,NE,Nonessential
YPL181W,CTI6,1,350,NE,Nonessential
YPL183C,RTT10,1,350,NE,Nonessential
YPL183W-A,RTC6,1,350,NE,Nonessential
YPL184C,MRN1,1,350,NE,Nonessential
YPL186C,UIP4,1,350,NE,Nonessential
YPL187W,MF(ALPHA)1,1,350,NE,Nonessential
YPL188W,POS5,1,350,NE,Nonessential
YPL189C-A,COA2,1,350,NE,Nonessential
YPL189W,GUP2,1,350,NE,Nonessential
YPL190C,NAB3,1,350,E,Essential
YPL191C,YPL191C,1,350,NE,Nonessential
YPL192C,PRM3,1,350,NE,Nonessential
YPL193W,RSA1,1,350,NE,Nonessential
YPL194W,DDC1,1,350,NE,Nonessential
YPL195W,APL5,1,350,NE,Nonessential
YPL196W,OXR1,1,350,NE,Nonessential
YPL198W,RPL7B,1,350,NE,Nonessential
YPL199C,YPL199C,1,350,NE,Nonessential
YPL200W,CSM4,1,350,NE,Nonessential
YPL201C,YIG1,1,350,NE,Nonessential
YPL202C,AFT2,1,350,NE,Nonessential
YPL203W,TPK2,1,350,NE,Nonessential
YPL204W,HRR25,1,350,E,Essential
YPL206C,PGC1,1,350,NE,Nonessential
YPL207W,TYW1,1,350,NE,Nonessential
YPL208W,RKM1,1,350,NE,Nonessential
YPL209C,IPL1,1,350,E,Essential
YPL210C,SRP72,2,"458,350","NE,E",Conditional
YPL211W,NIP7,1,350,E,Essential
YPL212C,PUS1,1,350,NE,Nonessential
YPL213W,LEA1,2,"350,458","NE,E",Conditional
YPL214C,THI6,1,350,NE,Nonessential
YPL215W,CBP3,1,350,NE,Nonessential
YPL216W,YPL216W,1,350,NE,Nonessential
YPL217C,BMS1,1,350,E,Essential
YPL218W,SAR1,1,350,E,Essential
YPL219W,PCL8,1,350,NE,Nonessential
YPL220W,RPL1A,1,350,NE,Nonessential
YPL221W,FLC1,1,350,NE,Nonessential
YPL222W,FMP40,1,350,NE,Nonessential
YPL223C,GRE1,1,350,NE,Nonessential
